ecosystem,packageName,requestedVersion,version,name,displayName,description,recipeCount,category1,category2,category3,category4,category1Description,category2Description,category3Description,category4Description,options
nuget,OpenRewrite.Recipes.CSharp.Migration.TUnit,,0.4.0,OpenRewrite.Recipes.CSharp.Migration.TUnit.FromXUnit.AddAsyncToTestMethods,Add `async Task` to methods containing `await`,"Find methods that contain `await` expressions but return `void`, and change their signature to `async Task`.",1,From xUnit,Migration,TUnit,C#,Migrate from xUnit to TUnit,Recipes for migrating between versions,Recipes for TUnit migration and best practices,,
nuget,OpenRewrite.Recipes.CSharp.Migration.TUnit,,0.4.0,OpenRewrite.Recipes.CSharp.Migration.TUnit.FromXUnit.AsyncLifetimeToBeforeAfterTest,Find `IAsyncLifetime` needing TUnit migration,Find classes implementing `IAsyncLifetime` that should use `[Before(Test)]` and `[After(Test)]` for TUnit.,1,From xUnit,Migration,TUnit,C#,Migrate from xUnit to TUnit,Recipes for migrating between versions,Recipes for TUnit migration and best practices,,
nuget,OpenRewrite.Recipes.CSharp.Migration.TUnit,,0.4.0,OpenRewrite.Recipes.CSharp.Migration.TUnit.FromXUnit.ChangeXUnitUsings,Change xUnit using directives to TUnit,Replace `using Xunit;` with `using TUnit.Core;` and `using TUnit.Assertions;`.,1,From xUnit,Migration,TUnit,C#,Migrate from xUnit to TUnit,Recipes for migrating between versions,Recipes for TUnit migration and best practices,,
nuget,OpenRewrite.Recipes.CSharp.Migration.TUnit,,0.4.0,OpenRewrite.Recipes.CSharp.Migration.TUnit.FromXUnit.ClassFixtureToClassDataSource,Find `IClassFixture<T>` needing TUnit migration,Find classes implementing `IClassFixture<T>` that should use `[ClassDataSource<T>]` for TUnit.,1,From xUnit,Migration,TUnit,C#,Migrate from xUnit to TUnit,Recipes for migrating between versions,Recipes for TUnit migration and best practices,,
nuget,OpenRewrite.Recipes.CSharp.Migration.TUnit,,0.4.0,OpenRewrite.Recipes.CSharp.Migration.TUnit.FromXUnit.CollectionFixtureToClassDataSource,Replace `ICollectionFixture<T>` with `[ClassDataSource<T>]`,"Migrate xUnit collection fixtures to TUnit: remove `[CollectionDefinition]` and `ICollectionFixture<T>` from definition classes, add `[ClassDataSource<T>(Shared = SharedType.Keyed)]` to test classes, and convert constructor fixture injection to primary constructors.",1,From xUnit,Migration,TUnit,C#,Migrate from xUnit to TUnit,Recipes for migrating between versions,Recipes for TUnit migration and best practices,,
nuget,OpenRewrite.Recipes.CSharp.Migration.TUnit,,0.4.0,OpenRewrite.Recipes.CSharp.Migration.TUnit.FromXUnit.CollectionToNotInParallel,Replace `[Collection]` with `[NotInParallel]`,Replace the xUnit `[Collection("name")]` attribute with the TUnit `[NotInParallel("name")]` attribute.,1,From xUnit,Migration,TUnit,C#,Migrate from xUnit to TUnit,Recipes for migrating between versions,Recipes for TUnit migration and best practices,,
nuget,OpenRewrite.Recipes.CSharp.Migration.TUnit,,0.4.0,OpenRewrite.Recipes.CSharp.Migration.TUnit.FromXUnit.ConstructorToBeforeTest,Find test constructors needing `[Before(Test)]`,Find constructors in test classes that should be converted to `[Before(Test)]` methods for TUnit.,1,From xUnit,Migration,TUnit,C#,Migrate from xUnit to TUnit,Recipes for migrating between versions,Recipes for TUnit migration and best practices,,
nuget,OpenRewrite.Recipes.CSharp.Migration.TUnit,,0.4.0,OpenRewrite.Recipes.CSharp.Migration.TUnit.FromXUnit.DisposableToAfterTest,Replace `IDisposable` with `[After(Test)]`,Remove `IDisposable` from the base type list and add `[After(Test)]` to the `Dispose()` method.,1,From xUnit,Migration,TUnit,C#,Migrate from xUnit to TUnit,Recipes for migrating between versions,Recipes for TUnit migration and best practices,,
nuget,OpenRewrite.Recipes.CSharp.Migration.TUnit,,0.4.0,OpenRewrite.Recipes.CSharp.Migration.TUnit.FromXUnit.FactSkipToSkipAttribute,Extract `Skip` into `[Skip]` attribute,Extract the `Skip` argument from `[Fact(Skip = "...")]` or `[Theory(Skip = "...")]` into a separate TUnit `[Skip("...")]` attribute.,1,From xUnit,Migration,TUnit,C#,Migrate from xUnit to TUnit,Recipes for migrating between versions,Recipes for TUnit migration and best practices,,
nuget,OpenRewrite.Recipes.CSharp.Migration.TUnit,,0.4.0,OpenRewrite.Recipes.CSharp.Migration.TUnit.FromXUnit.FactTimeoutToTimeoutAttribute,Extract `Timeout` into `[Timeout]` attribute,Extract the `Timeout` argument from `[Fact(Timeout = ...)]` or `[Theory(Timeout = ...)]` into a separate TUnit `[Timeout(...)]` attribute.,1,From xUnit,Migration,TUnit,C#,Migrate from xUnit to TUnit,Recipes for migrating between versions,Recipes for TUnit migration and best practices,,
nuget,OpenRewrite.Recipes.CSharp.Migration.TUnit,,0.4.0,OpenRewrite.Recipes.CSharp.Migration.TUnit.FromXUnit.FactToTest,Replace `[Fact]` with `[Test]`,Replace the xUnit `[Fact]` attribute with the TUnit `[Test]` attribute.,1,From xUnit,Migration,TUnit,C#,Migrate from xUnit to TUnit,Recipes for migrating between versions,Recipes for TUnit migration and best practices,,
nuget,OpenRewrite.Recipes.CSharp.Migration.TUnit,,0.4.0,OpenRewrite.Recipes.CSharp.Migration.TUnit.FromXUnit.InlineDataToArguments,Replace `[InlineData]` with `[Arguments]`,Replace the xUnit `[InlineData]` attribute with the TUnit `[Arguments]` attribute.,1,From xUnit,Migration,TUnit,C#,Migrate from xUnit to TUnit,Recipes for migrating between versions,Recipes for TUnit migration and best practices,,
nuget,OpenRewrite.Recipes.CSharp.Migration.TUnit,,0.4.0,OpenRewrite.Recipes.CSharp.Migration.TUnit.FromXUnit.MemberDataToMethodDataSource,Replace `[MemberData]` with `[MethodDataSource]`,Replace the xUnit `[MemberData]` attribute with the TUnit `[MethodDataSource]` attribute. Fields and properties referenced by MemberData are converted to methods.,1,From xUnit,Migration,TUnit,C#,Migrate from xUnit to TUnit,Recipes for migrating between versions,Recipes for TUnit migration and best practices,,
nuget,OpenRewrite.Recipes.CSharp.Migration.TUnit,,0.4.0,OpenRewrite.Recipes.CSharp.Migration.TUnit.FromXUnit.MigrateFromXUnit,Migrate from xUnit to TUnit,"Migrate xUnit test attributes, assertions, and lifecycle patterns to their TUnit equivalents.",29,,Migration,TUnit,C#,,Recipes for migrating between versions,Recipes for TUnit migration and best practices,,
nuget,OpenRewrite.Recipes.CSharp.Migration.TUnit,,0.4.0,OpenRewrite.Recipes.CSharp.Migration.TUnit.FromXUnit.MigrateFromXUnitAttributes,Migrate xUnit attributes to TUnit,"Replace xUnit test attributes ([Fact], [Theory], [InlineData], etc.) with their TUnit equivalents.",11,From xUnit,Migration,TUnit,C#,Migrate from xUnit to TUnit,Recipes for migrating between versions,Recipes for TUnit migration and best practices,,
nuget,OpenRewrite.Recipes.CSharp.Migration.TUnit,,0.4.0,OpenRewrite.Recipes.CSharp.Migration.TUnit.FromXUnit.MigrateXUnitAssertions,Migrate xUnit assertions to TUnit,Replace xUnit `Assert.*` calls with TUnit's fluent `await Assert.That(...).Is*()` assertions. Note: test methods may need to be changed to `async Task` separately.,1,From xUnit,Migration,TUnit,C#,Migrate from xUnit to TUnit,Recipes for migrating between versions,Recipes for TUnit migration and best practices,,
nuget,OpenRewrite.Recipes.CSharp.Migration.TUnit,,0.4.0,OpenRewrite.Recipes.CSharp.Migration.TUnit.FromXUnit.MigrateXUnitDependencies,Migrate xUnit NuGet dependencies to TUnit,"Remove xUnit NuGet package references, add TUnit, and upgrade the target framework to at least .NET 9.",9,From xUnit,Migration,TUnit,C#,Migrate from xUnit to TUnit,Recipes for migrating between versions,Recipes for TUnit migration and best practices,,
nuget,OpenRewrite.Recipes.CSharp.Migration.TUnit,,0.4.0,OpenRewrite.Recipes.CSharp.Migration.TUnit.FromXUnit.TestOutputHelperToTestContext,Find `ITestOutputHelper` needing TUnit migration,Find usages of xUnit's `ITestOutputHelper` that should be replaced with TUnit's `TestContext`.,1,From xUnit,Migration,TUnit,C#,Migrate from xUnit to TUnit,Recipes for migrating between versions,Recipes for TUnit migration and best practices,,
nuget,OpenRewrite.Recipes.CSharp.Migration.TUnit,,0.4.0,OpenRewrite.Recipes.CSharp.Migration.TUnit.FromXUnit.TheoryToTest,Replace `[Theory]` with `[Test]`,Replace the xUnit `[Theory]` attribute with the TUnit `[Test]` attribute.,1,From xUnit,Migration,TUnit,C#,Migrate from xUnit to TUnit,Recipes for migrating between versions,Recipes for TUnit migration and best practices,,
nuget,OpenRewrite.Recipes.CSharp.Migration.TUnit,,0.4.0,OpenRewrite.Recipes.CSharp.Migration.TUnit.FromXUnit.TraitCategoryToCategory,"Replace `[Trait(""Category"", ...)]` with `[Category]`","Replace xUnit `[Trait(""Category"", ""X"")]` with TUnit's dedicated `[Category(""X"")]` attribute.",1,From xUnit,Migration,TUnit,C#,Migrate from xUnit to TUnit,Recipes for migrating between versions,Recipes for TUnit migration and best practices,,
nuget,OpenRewrite.Recipes.CSharp.Migration.TUnit,,0.4.0,OpenRewrite.Recipes.CSharp.Migration.TUnit.FromXUnit.TraitToProperty,Replace `[Trait]` with `[Property]`,Replace the xUnit `[Trait]` attribute with the TUnit `[Property]` attribute.,1,From xUnit,Migration,TUnit,C#,Migrate from xUnit to TUnit,Recipes for migrating between versions,Recipes for TUnit migration and best practices,,
pip,openrewrite,,,org.openrewrite.python.AddLiteralMethodArgument,Add literal method argument,Add a literal argument to method invocations matching a pattern.,2,,,,Python,,,,,
pip,openrewrite,,,org.openrewrite.python.ChangeImport,Change import,"Change a Python import from one module/name to another, updating all type attributions.",1,,,Imports,Python,,,,,"[{""name"":""old_module"",""displayName"":""Old module"",""description"":""The module to change imports from"",""example"":""collections"",""required"":true},{""name"":""old_name"",""displayName"":""Old name"",""description"":""The name to change (for 'from X import name' style). Leave empty for direct imports."",""example"":""Mapping""},{""name"":""new_module"",""displayName"":""New module"",""description"":""The module to change imports to"",""example"":""collections.abc"",""required"":true},{""name"":""new_name"",""displayName"":""New name"",""description"":""The new name. If not specified, uses the old name."",""example"":""Mapping""},{""name"":""new_alias"",""displayName"":""New alias"",""description"":""Optional alias for the new import""}]"
pip,openrewrite,,,org.openrewrite.python.ChangeMethodName,Change method name,Rename method invocations matching a pattern.,2,,,,Python,,,,,
pip,openrewrite,,,org.openrewrite.python.ChangePackage,Change package,Change package/module references from one name to another.,2,,,,Python,,,,,
pip,openrewrite,,,org.openrewrite.python.ChangeType,Change type,Change a type reference from one fully qualified name to another.,2,,,,Python,,,,,
pip,openrewrite,,,org.openrewrite.python.DeleteMethodArgument,Delete method argument,Remove an argument from method invocations matching a pattern.,2,,,,Python,,,,,
pip,openrewrite,,,org.openrewrite.python.RemovePass,Remove redundant pass statements,Remove redundant `pass` statements from Python code when there are other executable statements in the block.,1,,,Cleanup,Python,,,,,
pip,openrewrite,,,org.openrewrite.python.ReorderMethodArguments,Reorder method arguments,Reorder arguments in method invocations matching a pattern.,2,,,,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.codequality.AllBranchesIdentical,Remove conditional with identical branches,"Replace `if`/`elif`/`else` chains where every branch has the same body with just the body, since the condition has no effect on what code executes.",1,,,Code quality,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.codequality.BooleanChecksNotInverted,Boolean checks should not be inverted,"Replace inverted boolean comparisons like `not (a == b)` with the equivalent direct operator (`a != b`), and remove double negations like `not (not x)`.",1,,,Code quality,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.codequality.CollapsibleIfStatements,Merge collapsible if statements,Combine nested `if` statements that have no `else` branch into a single `if` joined with `and`.,1,,,Code quality,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.codequality.MergeIdenticalBranches,Merge consecutive branches with identical bodies,Combine consecutive `if`/`elif` branches that have the same body into a single branch with conditions joined by `or`.,1,,,Code quality,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.codequality.RemoveDuplicateConditions,Remove duplicate conditions in if/elif chains,"Remove `elif` branches whose condition is identical to an earlier branch in the same `if`/`elif` chain, since the duplicate branch is dead code that can never execute.",1,,,Code quality,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.codequality.RemoveSelfAssignment,Remove self-assignments,"Remove statements that assign a variable to itself (`x = x`, `self.x = self.x`), since they have no effect.",1,,,Code quality,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.codequality.RemoveUnconditionalValueOverwrite,Remove unconditional value overwrites,"Remove consecutive assignments that write to the same dict key or object attribute, since the first value is immediately overwritten and never used.",1,,,Code quality,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.codequality.SimplifyBooleanLiteral,Simplify boolean literal comparisons,"Replace comparisons against boolean literals (`== True`, `!= False`, `is True`, etc.) with the simpler equivalent boolean expression.",1,,,Code quality,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.codequality.SimplifyRedundantLogicalExpression,Simplify redundant logical expressions,Replace `x and x` with `x` and `x or x` with `x`. Identical operands in a logical expression are redundant and often indicate a copy-paste mistake.,1,,,Code quality,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.FindAifcModule,Find deprecated `aifc` module usage,The `aifc` module was deprecated in Python 3.11 and removed in Python 3.13. Use third-party audio libraries instead.,1,,Python 3.13,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.FindAsyncioCoroutineDecorator,Find deprecated `@asyncio.coroutine` decorator,Find usage of the deprecated `@asyncio.coroutine` decorator which was removed in Python 3.11. Convert to `async def` syntax with `await` instead of `yield from`.,1,,Python 3.11,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.FindAudioopModule,Find deprecated `audioop` module usage,"The `audioop` module was deprecated in Python 3.11 and removed in Python 3.13. Use pydub, numpy, or scipy for audio operations.",1,,Python 3.13,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.FindCgiModule,Find deprecated `cgi` module usage,"The `cgi` module was deprecated in Python 3.11 and removed in Python 3.13. Use `urllib.parse` for query string parsing, `html.escape()` for escaping, and web frameworks or `email.message` for form handling.",1,,Python 3.13,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.FindCgitbModule,Find deprecated `cgitb` module usage,The `cgitb` module was deprecated in Python 3.11 and removed in Python 3.13. Use the standard `logging` and `traceback` modules for error handling.,1,,Python 3.13,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.FindChunkModule,Find deprecated `chunk` module usage,The `chunk` module was deprecated in Python 3.11 and removed in Python 3.13. Implement IFF chunk reading manually or use specialized libraries.,1,,Python 3.13,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.FindCryptModule,Find deprecated `crypt` module usage,"The `crypt` module was deprecated in Python 3.11 and removed in Python 3.13. Use `bcrypt`, `argon2-cffi`, or `passlib` instead.",1,,Python 3.13,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.FindDistutilsUsage,Find deprecated distutils module usage,Find imports of the deprecated `distutils` module which was removed in Python 3.12. Migrate to `setuptools` or other modern build tools.,1,,Python 3.12,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.FindFunctoolsCmpToKey,Find `functools.cmp_to_key()` usage,Find usage of `functools.cmp_to_key()` which is a Python 2 compatibility function. Consider using a key function directly.,1,,Python 3.8,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.FindImghdrModule,Find deprecated `imghdr` module usage,"The `imghdr` module was deprecated in Python 3.11 and removed in Python 3.13. Use `filetype`, `python-magic`, or `Pillow` instead.",1,,Python 3.13,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.FindImpUsage,Find deprecated imp module usage,Find imports of the deprecated `imp` module which was removed in Python 3.12. Migrate to `importlib`.,1,,Python 3.12,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.FindLocaleGetdefaultlocale,Find deprecated `locale.getdefaultlocale()` usage,"`locale.getdefaultlocale()` was deprecated in Python 3.11. Use `locale.setlocale()`, `locale.getlocale()`, or `locale.getpreferredencoding(False)` instead.",1,,Python 3.11,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.FindMacpathModule,Find removed `macpath` module usage,The `macpath` module was removed in Python 3.8. Use `os.path` instead.,1,,Python 3.8,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.FindMailcapModule,Find deprecated `mailcap` module usage,The `mailcap` module was deprecated in Python 3.11 and removed in Python 3.13. Use `mimetypes` module for MIME type handling.,1,,Python 3.13,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.FindMsilibModule,Find deprecated `msilib` module usage,The `msilib` module was deprecated in Python 3.11 and removed in Python 3.13. Use platform-specific tools for MSI creation.,1,,Python 3.13,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.FindNisModule,Find deprecated `nis` module usage,The `nis` module was deprecated in Python 3.11 and removed in Python 3.13. There is no direct replacement.,1,,Python 3.13,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.FindNntplibModule,Find deprecated `nntplib` module usage,The `nntplib` module was deprecated in Python 3.11 and removed in Python 3.13. NNTP is largely obsolete; consider alternatives if needed.,1,,Python 3.13,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.FindOsPopen,Find deprecated `os.popen()` usage,`os.popen()` has been deprecated since Python 3.6. Use `subprocess.run()` or `subprocess.Popen()` instead for better control over process creation and output handling.,1,,,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.FindOsSpawn,Find deprecated `os.spawn*()` usage,The `os.spawn*()` family of functions are deprecated. Use `subprocess.run()` or `subprocess.Popen()` instead.,1,,,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.FindOssaudiodevModule,Find deprecated `ossaudiodev` module usage,The `ossaudiodev` module was deprecated in Python 3.11 and removed in Python 3.13. There is no direct replacement.,1,,Python 3.13,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.FindPathlibLinkTo,Find deprecated `Path.link_to()` usage,Find usage of `Path.link_to()` which was deprecated in Python 3.10 and removed in 3.12. Use `hardlink_to()` instead (note: argument order is reversed).,1,,Python 3.12,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.FindPipesModule,Find deprecated `pipes` module usage,The `pipes` module was deprecated in Python 3.11 and removed in Python 3.13. Use subprocess with shlex.quote() for shell escaping.,1,,Python 3.13,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.FindRemovedModules312,Find modules removed in Python 3.12,"Find imports of modules that were removed in Python 3.12, including asynchat, asyncore, and smtpd.",1,,Python 3.12,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.FindShutilRmtreeOnerror,Find deprecated `shutil.rmtree(onerror=...)` parameter,The `onerror` parameter of `shutil.rmtree()` was deprecated in Python 3.12 in favor of `onexc`. The `onexc` callback receives the exception object directly rather than an exc_info tuple.,1,,Python 3.12,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.FindSndhdrModule,Find deprecated `sndhdr` module usage,The `sndhdr` module was deprecated in Python 3.11 and removed in Python 3.13. Use `filetype` or audio libraries like `pydub` instead.,1,,Python 3.13,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.FindSocketGetFQDN,Find `socket.getfqdn()` usage,Find usage of `socket.getfqdn()` which can be slow and unreliable. Consider using `socket.gethostname()` instead.,1,,Python 3.11,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.FindSpwdModule,Find deprecated `spwd` module usage,The `spwd` module was deprecated in Python 3.11 and removed in Python 3.13. There is no direct replacement.,1,,Python 3.13,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.FindSslMatchHostname,Find deprecated `ssl.match_hostname()`,Find usage of the deprecated `ssl.match_hostname()` function which was removed in Python 3.12. Use `ssl.SSLContext.check_hostname` instead.,1,,Python 3.12,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.FindSunauModule,Find deprecated `sunau` module usage,The `sunau` module was deprecated in Python 3.11 and removed in Python 3.13. Use `soundfile` or `pydub` instead.,1,,Python 3.13,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.FindSysCoroutineWrapper,Find removed `sys.set_coroutine_wrapper()` / `sys.get_coroutine_wrapper()`,`sys.set_coroutine_wrapper()` and `sys.get_coroutine_wrapper()` were deprecated in Python 3.7 and removed in Python 3.8.,1,,Python 3.8,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.FindTelnetlibModule,Find deprecated `telnetlib` module usage,"The `telnetlib` module was deprecated in Python 3.11 and removed in Python 3.13. Consider using `telnetlib3` from PyPI, direct socket usage, or SSH-based alternatives like paramiko.",1,,Python 3.13,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.FindTempfileMktemp,Find deprecated `tempfile.mktemp()` usage,Find usage of `tempfile.mktemp()` which is deprecated due to security concerns (race condition). Use `mkstemp()` or `NamedTemporaryFile()` instead.,1,,Python 3.14,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.FindUrllibParseSplitFunctions,Find deprecated urllib.parse split functions,"Find usage of deprecated urllib.parse split functions (splithost, splitport, etc.) removed in Python 3.14. Use urlparse() instead.",1,,Python 3.14,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.FindUrllibParseToBytes,Find deprecated `urllib.parse.to_bytes()` usage,Find usage of `urllib.parse.to_bytes()` which was deprecated in Python 3.8 and removed in 3.14. Use str.encode() directly.,1,,Python 3.14,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.FindUuModule,Find deprecated `uu` module usage,The `uu` module was deprecated in Python 3.11 and removed in Python 3.13. Use `base64` module instead for encoding binary data.,1,,Python 3.13,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.FindXdrlibModule,Find deprecated `xdrlib` module usage,The `xdrlib` module was deprecated in Python 3.11 and removed in Python 3.13. Use `struct` module for binary packing/unpacking.,1,,Python 3.13,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.MigrateAsyncioCoroutine,Migrate `@asyncio.coroutine` to `async def`,Migrate functions using the deprecated `@asyncio.coroutine` decorator to use `async def` syntax. Also transforms `yield from` to `await`. The decorator was removed in Python 3.11.,1,,Python 3.11,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.MigrateAvroPython3ToAvro,Migrate the deprecated `avro-python3` package to `avro`,"Replace the deprecated `avro-python3` distribution with its maintained successor, Apache `avro`. Both install the same top-level `avro` import package, so module imports are unchanged, but `avro-python3`'s `avro.schema.Parse` was renamed to the lowercase `avro.schema.parse` (and `Parse` removed) in `avro` 1.11+, so that reference is rewritten. The dependency swap is applied by `org.openrewrite.python.ChangeDependency`.",4,,,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.RemoveFutureImports,Remove obsolete `__future__` imports,Remove `from __future__ import ...` statements for features that are enabled by default in Python 3.,1,,,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.ReplaceArrayFromstring,Replace `array.fromstring()` with `array.frombytes()`,Replace `fromstring()` with `frombytes()` on array objects. The fromstring() method was deprecated in Python 3.2 and removed in 3.14.,1,,Python 3.14,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.ReplaceArrayTostring,Replace `array.tostring()` with `array.tobytes()`,Replace `tostring()` with `tobytes()` on array objects. The tostring() method was deprecated in Python 3.2 and removed in 3.14.,1,,Python 3.14,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.ReplaceAstBytes,Replace `ast.Bytes` with `ast.Constant`,"The `ast.Bytes` node type was deprecated in Python 3.8 and removed in Python 3.14. Replace with `ast.Constant` and check `isinstance(node.value, bytes)`.",1,,Python 3.8,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.ReplaceAstEllipsis,Replace `ast.Ellipsis` with `ast.Constant`,The `ast.Ellipsis` node type was deprecated in Python 3.8 and removed in Python 3.14. Replace with `ast.Constant` and check `node.value is ...`.,1,,Python 3.8,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.ReplaceAstNameConstant,Replace `ast.NameConstant` with `ast.Constant`,"The `ast.NameConstant` node type was deprecated in Python 3.8 and removed in Python 3.14. Replace with `ast.Constant` and check `node.value in (True, False, None)`.",1,,Python 3.8,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.ReplaceAstNum,Replace `ast.Num` with `ast.Constant`,"The `ast.Num` node type was deprecated in Python 3.8 and removed in Python 3.14. Replace with `ast.Constant` and check `isinstance(node.value, (int, float, complex))`.",1,,Python 3.8,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.ReplaceAstStr,Replace `ast.Str` with `ast.Constant`,"The `ast.Str` node type was deprecated in Python 3.8 and removed in Python 3.14. Replace with `ast.Constant` and check `isinstance(node.value, str)`.",1,,Python 3.8,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.ReplaceCalendarConstants,Replace deprecated calendar constants with uppercase,Replace deprecated mixed-case calendar constants like `calendar.January` with their uppercase equivalents like `calendar.JANUARY`. The mixed-case constants were deprecated in Python 3.12.,1,,Python 3.12,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.ReplaceCgiParseQs,Replace `cgi.parse_qs()` with `urllib.parse.parse_qs()`,`cgi.parse_qs()` was removed in Python 3.8. Use `urllib.parse.parse_qs()` instead. Note: this rewrites call sites but does not manage imports. Use with `ChangeImport` in a composite recipe to update `from` imports.,1,,Python 3.8,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.ReplaceCgiParseQsl,Replace `cgi.parse_qsl()` with `urllib.parse.parse_qsl()`,`cgi.parse_qsl()` was removed in Python 3.8. Use `urllib.parse.parse_qsl()` instead. Note: this rewrites call sites but does not manage imports. Use with `ChangeImport` in a composite recipe to update `from` imports.,1,,Python 3.8,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.ReplaceCollectionsAbcImports,Replace `collections` ABC imports with `collections.abc`,Migrate deprecated abstract base class imports from `collections` to `collections.abc`. These imports were deprecated in Python 3.3 and removed in Python 3.10.,1,,Python 3.10,Migrate,Python,,,,,
